White rating,Black rating,White result,Black result,Victory by checkmate,Victory by time,Victory by resignation,Opposite side castling,Other development
2655,414,0.5,0.5,0,0,0,0,1
2260,372,1,0,0,0,1,0,1
2645,670,0,1,0,0,1,1,0
1711,2470,0,1,1,0,0,0,1
2187,563,1,0,0,0,1,0,1
2470,1660,1,0,0,0,1,0,1
2379,1660,1,0,0,0,1,0,1
1660,2470,0,1,0,0,1,0,1
2470,1660,1,0,0,0,1,0,1
1660,2470,0,1,0,0,1,0,1
2470,1660,1,0,0,0,1,0,1
2261,372,1,0,0,0,1,0,1
1660,2470,0,1,1,0,0,0,1
2743,337,0,1,0,0,1,0,1
2469,1720,1,0,1,0,0,0,1
2308,2414,1,0,0,0,1,1,0
2425,2293,0,1,0,0,1,0,1
2277,2436,1,0,0,0,1,0,1
2189,445,1,0,1,0,0,1,0
1959,446,1,0,0,0,1,0,1
2180,1850,1,0,0,0,1,0,1
2712,336,0.5,0.5,0,0,0,0,1
2434,381,1,0,0,0,1,0,1
2532,160,0,1,1,0,0,0,1
2643,372,0.5,0.5,0,0,0,0,1
2743,337,0,1,0,0,1,0,1
2706,383,0,1,0,0,1,0,1
2028,447,1,0,0,0,1,0,1
2475,383,1,0,0,0,1,0,1
2438,375,1,0,0,0,1,0,1
2702,337,0,1,0,0,1,0,1
2530,152,0,1,0,0,1,0,1
2739,339,0,1,0,0,1,0,1
1916,2643,0,1,1,0,0,0,1
2443,377,1,0,0,0,1,0,1
2462,386,0,1,0,0,0,0,1
2643,1916,1,0,1,0,0,0,1
2089,2009,1,0,0,0,1,0,1
1947,448,1,0,1,0,0,0,1
1919,2177,0,1,1,0,0,0,1
2174,1922,1,0,1,0,0,0,1
2528,161,0,1,1,0,0,0,1
2006,2099,1,0,1,0,0,0,1
2918,1134,1,0,0,0,0,0,1
2723,377,1,0,1,0,0,0,1
2728,390,0.5,0.5,0,0,0,0,1
2714,381,0,1,1,0,0,0,1
2267,339,1,0,0,0,1,0,1
2732,394,0,1,1,0,0,0,1
1624,2462,0,1,0,0,1,0,1
2527,155,0,1,1,0,0,0,1
2527,1481,1,0,0,0,1,0,1
2730,296,1,0,1,0,0,0,1
2715,399,0,1,1,0,0,0,1
2740,298,0.5,0.5,0,0,0,0,1
2462,1550,1,0,0,0,0,1,0
2526,160,0,1,1,0,0,0,1
2001,2093,0,1,0,0,1,0,1
2525,270,0,1,1,0,0,0,1
1930,450,1,0,0,0,1,0,1
2523,358,0,1,1,0,0,0,1
1115,2918,0,1,0,0,0,0,1
2170,1965,1,0,0,0,1,0,1
2460,2079,1,0,0,0,1,0,1
2106,1901,0,1,0,0,1,0,1
2090,2458,0,1,0,0,1,0,1
1905,2102,0,1,0,0,1,0,1
2456,2103,1,0,0,0,1,0,1
2918,1216,1,0,0,0,1,0,1
2118,2454,0,1,0,0,1,0,1
2469,2003,0,1,0,0,1,0,1
2012,2468,0,1,0,0,1,0,1
2467,2022,1,0,0,0,1,0,1
2033,2465,0,1,0,0,1,0,1
2463,2046,1,0,0,0,1,1,0
2061,2461,0,1,0,0,1,1,0
2459,2079,1,0,0,0,1,1,0
2643,1604,1,0,0,0,0,0,1
2114,1893,0,1,1,0,0,0,1
1494,2918,0,1,0,0,1,0,1
2918,1494,1,0,0,1,0,0,1
1211,2918,0,1,0,0,1,0,1
2435,333,0,1,0,0,1,0,1
1844,2168,0,1,0,0,1,0,1
2717,328,1,0,0,0,1,0,1
2275,391,1,0,0,0,1,0,1
2958,296,0,1,0,0,1,0,1
2723,330,1,0,0,0,1,0,1
2960,298,0.5,0.5,0,0,0,0,1
2455,1853,1,0,1,0,0,1,0
1853,2455,0,1,1,0,0,0,1
2455,1854,1,0,1,0,0,0,1
1950,2117,1,0,1,0,0,0,1
2451,335,0,1,0,0,1,0,1
2914,298,0,1,0,0,1,0,1
1642,2643,0,1,1,0,0,0,1
1185,2914,0,1,0,0,1,0,1
2264,380,0,1,0,1,0,0,1
2751,336,0,1,0,0,1,0,1
1663,2451,0,1,0,0,0,0,1
2265,381,1,0,0,0,1,0,1
2751,336,1,0,0,0,0,0,1
2749,395,0,1,0,0,1,0,1
2439,382,0,1,0,0,1,1,0
1925,2165,0,1,0,0,1,0,1
2266,383,1,0,0,0,1,0,1
2379,1710,1,0,0,0,1,1,0
2162,1928,1,0,1,0,0,0,1
1710,2379,0,1,0,0,1,0,1
2379,1710,1,0,0,0,1,0,1
2522,161,0,1,1,0,0,0,1
2023,449,1,0,0,0,1,0,1
2526,336,0.5,0.5,0,0,0,0,1
2525,369,0,1,1,0,0,0,1
2914,1126,1,0,1,0,0,0,1
2524,157,0,1,0,0,1,0,1
2362,2134,1,0,0,0,1,0,1
1938,452,1,0,0,0,1,0,1
1947,452,1,0,1,0,0,0,1
2265,335,1,0,0,0,1,0,1
2014,271,0,1,0,0,1,1,0
1948,453,1,0,1,0,0,0,1
2426,336,0,1,0,0,1,0,1
1878,2142,0,1,0,1,0,0,1
2139,1881,1,0,0,0,1,0,1
1884,2136,0,1,0,0,1,0,1
2149,1871,0,1,0,0,1,0,1
2914,1308,1,0,0,0,0,0,1
1866,2154,0.5,0.5,0,0,0,0,1
2519,273,0,1,0,0,1,0,1
2518,155,0,1,0,0,1,1,0
1960,455,1,0,1,0,0,1,0
2717,327,0.5,0.5,0,0,0,0,1
2970,294,0.5,0.5,0,0,0,0,1
2914,1411,1,0,0,0,1,0,1
2713,677,0.5,0.5,0,0,0,0,1
2665,296,0.5,0.5,0,0,0,0,1
2715,704,0.5,0.5,0,0,0,0,1
2153,1869,1,0,0,0,1,0,1
1872,2150,0,1,0,1,0,0,1
1435,2914,0,1,0,0,0,0,1
2021,1979,1,0,0,0,1,0,1
2147,1875,1,0,0,1,0,0,1
1878,2144,0,1,0,0,1,1,0
2761,335,0,1,1,0,0,0,1
2272,380,1,0,0,0,1,0,1
2759,336,0,1,0,0,1,0,1
1605,2439,0,1,0,0,1,0,1
2141,1881,1,0,0,1,0,0,1
2439,1606,1,0,0,0,1,0,1
2274,381,1,0,0,0,1,1,0
1607,2439,0,1,0,0,0,0,1
2757,336,0,1,0,0,1,0,1
2640,382,0.5,0.5,0,0,0,1,0
1608,2439,0,1,1,0,0,0,1
2439,1609,1,0,0,0,1,0,1
2763,415,0.5,0.5,0,0,0,0,1
1884,2138,0,1,0,1,0,0,1
2642,386,1,0,0,0,1,0,1
2772,334,1,0,1,0,0,0,1
2414,389,1,0,0,0,1,0,1
2101,2027,1,0,1,0,0,0,1
2768,335,0,1,0,0,1,0,1
2418,391,1,0,0,0,1,0,1
2438,1720,1,0,0,0,0,0,1
2135,1887,1,0,0,1,0,0,1
2772,336,0.5,0.5,0,0,0,0,1
1890,2132,0,1,0,0,1,0,1
2414,393,1,0,0,0,1,0,1
2137,1885,0.5,0.5,0,0,0,0,1
2661,296,0.5,0.5,0,0,0,0,1
2768,337,0,1,0,0,1,0,1
2717,734,0.5,0.5,0,0,0,0,1
2411,336,0,1,0,0,1,1,0
2783,337,1,0,0,0,0,1,0
2266,396,1,0,0,0,1,0,1
2387,372,1,0,0,0,1,0,1
2152,566,1,0,0,0,1,0,1
2438,1664,1,0,0,0,1,0,1
1664,2438,0,1,1,0,0,0,1
2437,1720,1,0,0,0,0,0,1
1566,2437,0,1,0,0,1,0,1
1628,2379,0,1,0,0,1,0,1
2267,396,1,0,0,0,1,0,1
1381,2642,0,1,1,0,0,0,1
2003,2182,0.5,0.5,0,0,0,1,0
2780,336,0,1,0,0,1,0,1
2002,452,1,0,0,0,1,0,1
1934,453,1,0,1,0,0,0,1
2642,1789,1,0,1,0,0,0,1
2976,350,0.5,0.5,0,0,0,0,1
2911,429,0.5,0.5,0,0,0,0,1
1656,2379,0,1,1,0,0,1,0
2278,2911,0,1,0,1,0,0,1
2911,2279,1,0,1,0,0,1,0
1152,2911,0,1,0,1,0,0,1
1973,453,1,0,1,0,0,0,1
2260,2527,1,0,1,0,0,0,1
2524,2264,1,0,0,1,0,0,1
2246,2423,1,0,0,0,1,0,1
2911,2247,1,0,0,1,0,0,1
1979,2122,0,1,0,0,1,0,1
1481,2524,0,1,0,0,0,0,1
2524,1609,1,0,0,0,1,0,1
2437,1609,1,0,0,0,1,0,1
2919,2235,0.5,0.5,0,0,0,0,1
2118,1935,1,0,0,1,0,0,1
2379,1621,1,0,0,0,1,0,1
1659,2437,0,1,0,0,1,0,1
2129,295,1,0,0,0,1,0,1
2437,1659,1,0,0,0,1,0,1
1659,2437,0,1,0,0,1,0,1
1997,273,1,0,0,0,1,0,1
2919,1639,1,0,0,0,1,0,1
2437,1659,1,0,0,0,1,0,1
2126,457,1,0,0,0,1,0,1
2122,458,1,0,0,0,1,0,1
2521,156,0,1,0,0,1,0,1
2520,164,0,1,1,0,0,0,1
2045,300,1,0,0,0,1,0,1
2651,335,0,1,0,0,1,0,1
2779,333,0,1,0,0,1,0,1
2270,395,1,0,0,0,1,0,1
2777,333,0,1,0,0,1,0,1
2272,396,1,0,0,0,1,0,1
2032,2118,0,1,1,0,0,0,1
2112,2038,1,0,0,0,1,0,1
2971,351,0.5,0.5,0,0,0,0,1
2437,1665,1,0,0,0,1,0,1
2038,2106,0,1,0,0,1,0,1
2099,2045,1,0,0,0,1,0,1
2035,2109,1,0,0,0,1,0,1
2925,321,1,0,1,0,0,0,1
2102,2042,1,0,0,0,1,0,1
2014,2115,1,0,0,0,0,0,1
2422,332,0,1,0,0,1,0,1
2436,1875,1,0,0,0,1,0,1
2282,335,1,0,0,0,1,0,1
1375,2642,0,1,0,0,1,0,1
2775,334,0,1,0,0,1,0,1
2276,395,0.5,0.5,0,0,0,0,1
1659,2379,0,1,0,0,1,0,1
2379,1659,1,0,0,1,0,0,1
2050,2083,0.5,0.5,0,0,0,0,1
2436,1739,1,0,0,0,1,1,0
2139,458,1,0,0,0,1,0,1
2414,447,0,1,1,0,0,0,1
2189,335,1,0,1,0,0,0,1
2057,2146,0,1,0,1,0,0,1
2407,315,0,1,0,0,1,1,0
2145,337,1,0,0,0,1,0,1
2136,452,0,1,1,0,0,0,1
2403,163,0,1,1,0,0,0,1
2208,317,1,0,0,1,0,0,1
1934,339,1,0,1,0,0,0,1
1937,459,1,0,1,0,0,0,1
2401,226,0,1,0,0,1,0,1
2202,163,0,1,1,0,0,0,1
1961,339,1,0,0,0,1,0,1
2130,163,0.5,0.5,0,0,0,0,1
1964,464,1,0,0,0,1,0,1
2399,208,0,1,0,0,1,1,0
1940,319,1,0,1,0,0,0,1
2196,227,0,1,0,0,1,0,1
1870,340,1,0,1,0,0,1,0
1872,470,1,0,0,0,1,0,1
2121,227,0,1,0,0,1,1,0
2398,153,0,1,1,0,0,0,1
1977,322,1,0,0,0,1,0,1
2192,209,0,1,0,0,1,0,1
1728,341,1,0,1,0,0,0,1
2398,204,0,1,0,0,1,0,1
1720,341,1,0,0,0,1,0,1
2398,254,0,1,0,0,1,0,1
1650,341,1,0,1,0,0,0,1
2975,287,0,1,0,0,1,0,1
2392,333,0,1,0,0,1,1,0
2723,429,1,0,0,0,1,0,1
2067,2075,0,1,0,0,1,0,1
2075,2063,0.5,0.5,0,0,0,0,1
2222,1991,1,0,0,0,1,0,1
2288,342,1,0,0,0,1,0,1
2517,164,0,1,1,0,0,0,1
2516,162,0,1,0,0,1,0,1
2064,459,1,0,0,0,1,0,1
2057,295,0,1,0,0,1,0,1
2005,281,1,0,0,0,1,0,1
2057,1970,1,0,1,0,0,0,1
2041,2066,1,0,0,0,1,0,1
1954,2077,1,0,0,0,1,0,1
2088,1943,0,1,0,0,1,0,1
2081,2048,1,0,1,0,0,0,1
2514,297,0,1,0,0,1,0,1
1948,2073,0,1,1,0,0,0,1
2082,2039,0,1,0,0,1,0,1
2030,2091,1,0,0,0,1,0,1
2094,1945,0.5,0.5,0,0,0,0,1
2380,334,0,1,0,0,1,1,0
1582,2436,0,1,0,1,0,0,1
2513,164,0,1,1,0,0,0,1
2083,1958,1,0,1,0,0,1,0
2436,1597,1,0,0,1,0,0,1
1970,2073,0,1,1,0,0,0,1
2749,286,1,0,0,0,1,0,1
2722,388,1,0,0,0,1,0,1
2050,461,1,0,1,0,0,1,0
2519,325,0.5,0.5,0,0,0,1,0
2075,2139,0,1,0,0,1,0,1
2058,2067,0,1,1,0,0,0,1
2059,2066,1,0,1,0,0,0,1
2063,2074,1,0,1,0,0,0,1
1970,2055,0,1,1,0,0,0,1
2049,1976,1,0,1,0,0,1,0
1983,2042,0,1,1,0,0,1,0
2035,1990,1,0,1,0,0,1,0
2044,1981,0,1,0,1,0,0,1
1971,2054,1,0,0,0,1,1,0
2064,1961,0,1,0,0,1,0,1
2083,2055,0,1,1,0,0,0,1
2046,1965,0.5,0.5,0,0,0,1,0
1971,240,1,0,1,0,0,0,1
1978,2025,0,1,1,0,0,0,1
2035,1968,0,1,0,0,1,0,1
1966,2039,0.5,0.5,0,0,0,0,1
2032,1973,1,0,1,0,0,0,1
1963,2042,1,0,0,0,1,0,1
2036,1969,1,0,1,0,0,0,1
2034,1974,1,0,1,0,0,0,1
1981,2027,0,1,1,0,0,0,1
2020,1988,1,0,1,0,0,0,1
1979,2029,1,0,0,0,1,0,1
2300,341,1,0,0,0,1,0,1
2961,284,0,1,0,0,1,0,1
2728,314,1,0,0,0,1,0,1
2955,285,0,1,0,0,1,0,1
2735,316,1,0,0,0,1,0,1
2956,286,0.5,0.5,0,0,0,0,1
2781,333,0,1,0,0,1,0,1
2734,317,1,0,0,0,1,0,1
2957,288,0.5,0.5,0,0,0,0,1
2302,391,1,0,0,0,1,1,0
2745,319,1,0,1,0,0,0,1
2949,390,0,1,1,0,0,0,1
2779,333,0,1,0,0,1,0,1
2304,392,1,0,0,0,1,0,1
2777,334,0,1,0,0,1,0,1
2748,393,0.5,0.5,0,0,0,0,1
2787,393,1,0,0,0,1,0,1
2737,340,0,1,0,0,1,0,1
2575,381,0,1,0,0,1,1,0
2446,412,1,0,0,0,1,0,1
2378,397,1,0,0,0,1,0,1
2581,385,1,0,0,1,0,0,1
2440,417,1,0,0,0,1,0,1
2571,389,0,1,0,0,1,1,0
2450,422,1,0,0,0,1,0,1
2559,460,0,1,1,0,0,1,0
2534,428,1,0,1,0,0,0,1
2735,287,0.5,0.5,0,0,0,0,1
2729,401,0.5,0.5,0,0,0,0,1
2533,162,0,1,1,0,0,1,0
2532,170,0,1,0,0,1,0,1
2138,2358,0,1,0,0,1,0,1
2105,2355,0,1,0,0,1,1,0
2352,2081,1,0,1,0,0,0,1
2348,2142,1,0,0,0,1,0,1
2636,431,0,1,0,0,1,1,0
2563,408,1,0,0,0,1,0,1
1898,2121,1,0,0,1,0,0,1
1916,2101,0,1,0,0,1,0,1
1601,2532,0,1,0,0,1,1,0
1936,468,1,0,0,0,1,0,1
2241,2446,0,1,0,1,0,0,1
2459,2221,0,1,0,0,1,0,1
2213,2464,0.5,0.5,0,0,0,0,1
2461,2218,1,0,0,1,0,1,0
1994,288,0,1,0,0,1,0,1
1967,468,1,0,1,0,0,0,1
2530,1577,1,0,0,0,1,0,1
1972,2094,0.5,0.5,0,0,0,0,1
2529,289,0,1,1,0,0,0,1
2102,470,1,0,0,0,1,0,1
1999,471,1,0,1,0,0,0,1
1509,2630,0,1,0,0,1,0,1
2630,1509,1,0,0,0,1,0,1
2110,1929,0.5,0.5,0,0,0,0,1
2733,316,1,0,0,0,1,0,1
2941,285,0,1,0,0,1,1,0
2741,318,1,0,0,0,1,0,1
2933,286,0,1,0,0,1,0,1
2749,320,1,0,0,0,1,0,1
2345,2119,1,0,0,0,1,1,0
2371,2353,1,0,0,1,0,0,1
2351,2011,1,0,0,0,1,0,1
2122,2348,0,1,0,0,1,1,0
2344,2144,1,0,0,0,1,0,1
2341,2100,1,0,0,0,1,0,1
2559,286,0.5,0.5,0,0,0,0,1
1631,2630,0,1,0,0,1,0,1
2749,437,0,1,0,0,1,1,0
2011,249,0.5,0.5,0,0,0,0,1
2306,393,1,0,0,0,1,0,1
2785,327,0,1,0,0,1,0,1
2477,1547,1,0,0,0,1,0,1
1547,2477,0,1,0,0,1,0,1
2638,1537,0.5,0.5,0,0,0,0,1
2477,1658,1,0,0,0,1,0,1
1658,2477,0,1,0,0,1,0,1
1955,2370,0,1,0,0,1,0,1
2477,1658,1,0,0,0,0,0,1
2369,1956,1,0,0,0,1,0,1
1957,2368,0,1,0,0,1,0,1
1658,2477,0,1,0,0,1,0,1
2367,1958,1,0,0,0,1,0,1
2475,439,0.5,0.5,0,0,0,0,1
2640,421,1,0,0,0,1,0,1
2968,408,0,1,0,0,1,0,1
2744,424,0.5,0.5,0,0,0,0,1
2969,287,0,1,0,0,1,0,1
2297,335,0,1,0,0,1,0,1
2475,1591,1,0,0,1,0,0,1
2390,328,0.5,0.5,0,0,0,0,1
2475,1681,1,0,0,0,1,0,1
2733,337,0,1,0,0,1,0,1
2471,328,0,1,0,0,1,0,1
2288,337,0,1,0,0,1,0,1
2414,331,1,0,0,0,1,1,0
1490,2642,0,1,0,0,1,0,1
2642,1490,1,0,0,0,1,0,1
1490,2642,0,1,0,0,1,0,1
2650,1497,0.5,0.5,0,0,0,0,1
2266,339,0,1,0,0,1,0,1
1481,2666,1,0,0,0,1,0,1
2666,1481,1,0,0,1,0,0,1
2471,1619,1,0,0,0,1,0,1
1619,2471,0,1,1,0,0,0,1
2471,1619,1,0,1,0,0,0,1
1481,2666,0,1,0,0,1,0,1
2007,161,0,1,1,0,0,0,1
1993,247,0,1,0,0,1,0,1
2024,161,0,1,1,0,0,1,0
1662,2367,0,1,0,0,1,0,1
2031,2073,0,1,1,0,0,0,1
2030,2074,0.5,0.5,0,0,0,1,0
1579,2666,0,1,0,0,1,0,1
2427,283,1,0,0,0,1,0,1
2083,2021,0,1,1,0,0,0,1
2093,2006,0,1,1,0,0,0,1
1609,2471,0,1,0,0,1,0,1
2471,1609,1,0,1,0,0,0,1
1610,2471,0,1,0,0,1,0,1
1991,261,0,1,0,0,1,1,0
2422,329,0,1,0,0,1,1,0
2029,165,0,1,1,0,0,0,1
2471,1611,1,0,0,0,0,0,1
2750,423,1,0,0,0,1,0,1
2961,280,0,1,0,0,1,0,1
2925,1561,1,0,0,0,1,0,1
2470,1703,1,0,0,1,0,0,1
2147,1892,1,0,0,0,1,0,1
2750,330,0.5,0.5,0,0,0,0,1
1711,2469,0,1,1,0,0,0,1
2468,1720,1,0,1,0,0,0,1
2366,1816,1,0,1,0,0,0,1
2975,1083,1,0,1,0,0,0,1
1083,2975,0,1,1,0,0,0,1
2091,2338,0,1,0,0,1,1,0
2334,2094,1,0,0,0,1,0,1
2652,501,0,1,0,0,0,0,1
2034,2332,0,1,0,0,1,0,1
2745,474,0.5,0.5,0,0,0,0,1
2985,281,0.5,0.5,0,0,0,0,1
2142,2016,1,0,0,0,1,0,1
2468,1586,1,0,1,0,0,0,1
1370,2652,0,1,0,0,1,0,1
2652,1370,1,0,0,0,1,0,1
1370,2652,0,1,0,0,1,0,1
2740,392,0.5,0.5,0,0,0,0,1
2652,1370,1,0,0,0,1,0,1
1370,2652,0,1,0,0,1,0,1
2104,301,1,0,0,0,1,0,1
2009,295,1,0,0,0,1,0,1
2740,395,0.5,0.5,0,0,0,0,1
2256,335,0,1,0,0,1,0,1
2733,282,0.5,0.5,0,0,0,0,1
2745,393,0.5,0.5,0,0,0,0,1
2010,167,0,1,1,0,0,1,0
1982,305,0,1,0,1,0,0,1
2430,327,0,1,0,0,1,0,1
2733,283,0.5,0.5,0,0,0,0,1
2745,403,0.5,0.5,0,0,0,0,1
2265,337,1,0,0,0,1,0,1
2733,284,0.5,0.5,0,0,0,0,1
2737,409,0,1,0,0,1,0,1
2101,1944,0.5,0.5,0,0,0,0,1
2741,286,0.5,0.5,0,0,0,0,1
2729,415,0,1,0,0,1,0,1
2750,287,0.5,0.5,0,0,0,0,1
2727,421,0.5,0.5,0,0,0,0,1
1948,2096,0,1,0,0,1,1,0
2091,1953,1,0,0,0,1,0,1
2729,402,0.5,0.5,0,0,0,0,1
2648,289,0.5,0.5,0,0,0,0,1
1980,277,0.5,0.5,0,0,0,0,1
1962,2139,0,1,0,0,1,0,1
2135,1966,1,0,0,0,1,0,1
2132,1905,1,0,0,0,1,0,1
2429,326,0.5,0.5,0,0,0,0,1
1804,2929,0,1,0,0,1,0,1
2933,288,0.5,0.5,0,0,0,0,1
2933,1203,1,0,0,0,1,1,0
2262,382,1,0,0,0,1,0,1
2783,327,0,1,0,0,1,0,1
2264,383,1,0,0,0,1,0,1
2781,327,0,1,0,0,1,0,1
2266,383,1,0,0,0,1,0,1
1537,2463,0,1,0,0,1,0,1
1194,2933,0,1,1,0,0,1,0
1566,2463,0,1,0,0,1,0,1
2263,327,1,0,1,0,0,1,0
2262,1819,1,0,0,0,1,0,1
1995,390,1,0,0,0,1,0,1
2258,2069,1,0,0,0,1,0,1
2000,365,1,0,0,0,1,0,1
2065,2262,0.5,0.5,0,0,0,0,1
2062,2258,0,1,0,0,1,0,1
2138,524,1,0,0,0,1,0,1
2246,335,0,1,0,0,1,0,1
2013,529,0.5,0.5,0,0,0,0,1
2252,368,0,1,0,0,1,0,1
2250,1849,1,0,0,0,1,0,1
1851,2248,0,1,0,0,1,0,1
2258,459,1,0,1,0,0,0,1
2200,549,1,0,1,0,0,0,1
2445,329,0.5,0.5,0,0,0,0,1
2720,404,0,1,0,0,1,0,1
1645,2462,0,1,0,0,1,0,1
1987,556,0,1,1,0,0,0,1
2662,287,1,0,0,0,1,1,0
2526,304,0,1,0,0,1,0,1
2146,458,1,0,0,0,1,0,1
2004,2469,0.5,0.5,0,0,0,0,1
2932,474,0.5,0.5,0,0,0,0,1
2128,1896,1,0,0,0,1,0,1
2246,335,1,0,0,0,1,0,1
2979,325,0,1,1,0,0,0,1
2469,1563,1,0,0,0,1,1,0
2437,330,0,1,0,0,1,0,1
1941,459,1,0,1,0,0,0,1
1949,460,1,0,0,0,1,0,1
2652,420,0,1,1,0,0,0,1
2763,410,0.5,0.5,0,0,0,0,1
2720,425,1,0,0,0,0,0,1
2748,288,0,1,0,0,0,0,1
2736,431,1,0,0,0,0,0,1
2732,290,0,1,0,0,0,0,1
1161,2939,0,1,1,0,0,0,1
2521,247,0,1,1,0,0,0,1
1941,460,1,0,1,0,0,0,1
2519,293,0,1,1,0,0,0,1
2517,313,0,1,0,0,1,0,1
2051,463,1,0,0,0,1,0,1
2515,169,0,1,0,0,1,0,1
1116,2939,0,1,1,0,0,0,1
2939,1124,1,0,0,1,0,0,1
2143,1908,1,0,0,0,1,0,1
1711,2468,0,1,0,0,0,0,1
2467,1720,1,0,0,0,0,0,1
1720,2466,0,1,0,0,1,0,1
2433,327,0,1,0,0,1,1,0
2250,334,0.5,0.5,0,0,0,0,1
2487,2444,1,0,0,0,1,0,1
2107,1997,1,0,0,0,1,0,1
1571,2466,0,1,0,0,1,0,1
2466,1571,1,0,0,0,1,0,1
1571,2466,0,1,0,0,1,0,1
2254,335,1,0,0,0,1,0,1
2499,2457,0,1,0,0,1,0,1
1957,462,1,0,0,0,1,0,1
2436,328,0,1,0,0,1,0,1
2138,2057,1,0,0,1,0,0,1
1348,2666,0,1,0,0,1,0,1
1965,462,1,0,1,0,0,0,1
2262,337,1,0,0,0,1,0,1
2961,1735,1,0,0,0,1,0,1
2427,330,0,1,0,0,1,0,1
2328,2142,1,0,0,0,1,0,1
2130,2340,1,0,0,1,0,0,1
2336,2147,1,0,0,0,1,0,1
2512,173,0,1,1,0,0,0,1
1966,463,1,0,1,0,0,0,1
1973,300,1,0,1,0,0,0,1
1985,300,1,0,1,0,0,0,1
2047,251,1,0,0,0,1,0,1
1970,463,1,0,1,0,0,0,1
2457,1594,1,0,0,0,1,0,1
1475,2666,0,1,0,1,0,0,1
2509,167,0,1,1,0,0,1,0
2366,1634,1,0,0,1,0,1,0
2666,1720,1,0,0,0,1,0,1
1635,2366,0,1,0,0,1,0,1
2366,1636,1,0,0,0,1,0,1
1637,2366,0,1,0,1,0,1,0
2366,1638,1,0,0,0,1,0,1
1639,2366,0,1,1,0,0,0,1
2366,1640,1,0,0,0,1,0,1
2055,464,1,0,0,0,1,0,1
2143,1953,1,0,0,0,1,0,1
1641,2366,0,1,0,0,1,0,1
2366,1642,1,0,1,0,0,0,1
2506,309,0,1,0,0,1,0,1
1643,2366,0,1,0,0,1,0,1
2366,1644,1,0,1,0,0,0,1
1645,2366,0,1,0,1,0,0,1
2505,170,0,1,0,0,1,0,1
2366,1646,1,0,0,0,1,0,1
1647,2366,0,1,0,0,1,0,1
2366,1648,1,0,0,0,1,0,1
1649,2366,0,1,0,0,1,0,1
2366,1650,1,0,0,0,1,0,1
1651,2366,0,1,0,0,1,0,1
2366,1652,1,0,0,0,1,0,1
2272,337,1,0,1,0,0,0,1
1653,2366,0,1,0,0,1,0,1
2366,1654,1,0,0,0,1,0,1
1655,2366,0,1,0,0,1,0,1
2366,1656,1,0,0,0,1,0,1
1657,2366,0,1,0,0,1,0,1
1671,2457,0,1,0,0,0,0,1
2457,1672,1,0,0,0,1,0,1
1673,2457,0,1,0,0,1,0,1
2457,1674,1,0,0,0,1,0,1
2155,1945,0,1,0,1,0,0,1
1675,2457,0,1,0,0,1,0,1
2457,1676,1,0,0,0,1,0,1
1677,2457,0,1,0,0,1,1,0
2457,1678,1,0,0,0,1,0,1
1679,2457,0,1,0,0,1,0,1
2457,1680,1,0,1,0,0,0,1
1681,2457,0,1,0,0,1,0,1
2457,1682,1,0,0,1,0,0,1
1683,2457,0,1,0,0,1,0,1
2457,1684,1,0,0,0,1,0,1
1685,2457,0,1,0,0,1,0,1
2457,1686,1,0,0,0,1,0,1
1634,2457,0,1,0,0,1,0,1
2457,1635,1,0,0,0,1,0,1
2366,1667,1,0,0,0,1,0,1
2740,289,0.5,0.5,0,0,0,0,1
2937,281,0.5,0.5,0,0,0,0,1
2740,291,1,0,0,0,1,0,1
2366,1634,1,0,0,0,1,0,1
2937,283,0.5,0.5,0,0,0,0,1
2666,1604,1,0,0,0,1,0,1
1663,2365,0,1,1,0,0,0,1
2666,1665,1,0,0,0,1,1,0
2364,1675,1,0,0,0,1,0,1
2069,2119,1,0,0,0,0,0,1
2417,327,0,1,0,0,1,0,1
1624,2457,0,1,0,1,0,0,1
2148,1899,1,0,0,0,1,0,1
2457,1625,1,0,0,1,0,0,1
1626,2457,0,1,0,0,1,0,1
2265,337,0,1,0,0,1,1,0
3043,1626,1,0,0,0,1,0,1
2456,1720,1,0,1,0,0,0,1
2129,2147,0,1,0,0,0,0,1
2069,2119,0,1,1,0,0,0,1
2013,2040,0.5,0.5,0,0,0,0,1
1269,3043,0,1,0,0,0,0,1
2032,2021,1,0,0,0,1,1,0
2145,1895,1,0,0,0,1,1,0
1473,2666,0,1,0,0,1,0,1
2666,1473,1,0,0,0,1,0,1
2456,1589,1,0,0,0,1,1,0
1465,2674,0.5,0.5,0,0,0,0,1
2140,1887,1,0,0,1,0,0,1
2137,1908,1,0,0,0,1,0,1
1912,2133,0,1,1,0,0,0,1
2129,1916,1,0,0,0,1,0,1
2456,1596,1,0,0,0,1,0,1
1596,2674,0,1,0,0,1,0,1
2677,420,0.5,0.5,0,0,0,1,0
2568,406,1,0,0,0,1,0,1
2665,426,0,1,1,0,0,0,1
2580,411,1,0,0,0,1,0,1
2462,432,1,0,0,0,1,0,1
2585,386,1,0,1,0,0,0,1
1971,2124,0,1,0,0,1,0,1
2456,437,1,0,0,0,1,0,1
2575,391,0,1,0,0,1,0,1
2119,1976,1,0,0,0,1,0,1
2458,444,0.5,0.5,0,0,0,0,1
1978,2362,0,1,0,0,1,0,1
2572,395,0,1,0,0,1,0,1
2433,328,0.5,0.5,0,0,0,0,1
2659,1484,1,0,0,0,1,0,1
